id,po_line_id,canonical_line_key,site_id,outcome_window_start,outcome_window_end,generator_version,seed_reference,material_late,attributed_stockout,adverse_baseline,adverse_realised,operational_impact,residual_exposure_quantity,urgent_intervention_required,disruption_severity,outcome_onset,observable_source_signal,opportunity_class,scenario_ids
9cb2fe3c-2f23-508d-9d53-16777319ffd8,7093b327-e34d-52b4-8804-c7205737e0d1,POL-00000085,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-12-22,2026-02-22,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,
c7704146-11ed-583c-be80-6734087755a2,c3977d7b-a25a-5238-a4b2-dd1730c3a4c6,POL-00000086,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-01-11,2025-03-09,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
a6368075-9fb1-51bd-aa4d-3e4f07c422ed,1986de63-67d9-5898-82f3-586c85389f7d,POL-00000087,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-12-30,2026-03-15,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
17872c6b-036b-5d50-9191-422fadf7ca51,79bd8471-f158-56c5-b380-bf24d630bbc4,POL-00000088,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-11-12,2025-01-07,1.0.0,1.0.0:20260720:outcome,false,true,true,false,low,5222.9095,false,low,2024-12-07,true,true_positive_opportunity,
e5f623d8-2ebb-50e9-8a1b-e222ab65b18a,e2dc985e-3d7b-5249-8649-eb730712172d,POL-00000089,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-01-06,2025-04-06,1.0.0,1.0.0:20260720:outcome,true,false,true,true,low,2775.1924,false,low,2025-03-05,true,true_positive_opportunity,demand_shock
79a73717-60d7-5d6b-9db1-7509d6c93731,9cc258ce-8584-5d52-bc8c-7e5177de3100,POL-00000090,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-09-26,2024-11-14,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
5694a74e-861c-5c4d-9834-073faaaa3829,84c77b48-cd90-57da-93fa-6524adc2ca64,POL-00000091,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-11-30,2026-01-16,1.0.0,1.0.0:20260720:outcome,false,true,true,true,severe,1109.6349,true,severe,2025-12-15,true,true_positive_opportunity,split_schedule
f4e982a9-b52e-5352-9121-e6c0595046ea,dcdefc65-3772-584c-b071-3715bcd1f4ab,POL-00000092,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-04-09,2026-05-31,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
0113bf0a-81bb-5dc5-b99e-efa407c53a44,929837a9-fc2f-58b0-b586-e9d5549c4bf7,POL-00000093,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-11-21,2026-01-25,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
391c8d0a-ed66-54fb-ad7f-bcc6121b9c32,f3dfe35e-3f70-59b9-811b-0e6a79cc3a9f,POL-00000094,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-11-04,2025-01-13,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
73e2a0c6-b364-5814-94d2-d5632390b692,02f68fdb-1945-57a8-bbbe-aa77be70e9d4,POL-00000095,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-03-29,2025-05-27,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
109f16f3-4dc0-5b2d-80fb-ddc0a01b2212,882b71bc-78a8-5c68-892e-0a1d21e8ab81,POL-00000096,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-02-27,2025-05-23,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
6ae399f2-b0fc-5325-a418-223f99a25690,de36a33a-a0d5-5131-bf84-251c788a2d19,POL-00000097,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-04-01,2025-05-29,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_supplier_signal
c4ad3dbf-c24f-5567-b841-9599ddd1e3cd,96a1841e-9c2b-5a52-b6f2-c80d4fc423d3,POL-00000098,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-11-12,2025-02-16,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
498facb0-e59c-5872-a914-9ea86472666f,c39c6ce8-69fb-5a2b-8b54-185a94119a47,POL-00000099,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-10-16,2025-12-17,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_inventory_signal
bbb3169f-a84d-58d5-85ac-1416d2323269,ffbfb137-4af0-562a-abfa-3ed8803628f7,POL-00000100,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-02-19,2026-03-25,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
7e43f052-38e1-5ed3-b1f2-74dfed5c6b44,462f8a8a-6a22-55c4-8e10-5955c96cfd7c,POL-00000101,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-12-20,2026-03-15,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
8be242b1-5aec-5b88-89c0-6e97a015ff2a,d2a8808c-fb88-5b33-ad8f-5757905a6f45,POL-00000102,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-09-13,2025-12-05,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
7fd4b61a-263a-5359-8a9f-0d8c312f6252,d823b655-8b96-5352-adfb-b09cfe3ff09e,POL-00000103,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-05-16,2025-07-18,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
485aefea-b97b-5794-9cc4-fd8ec1bbeccb,3dbc788e-4fc6-530a-baf4-e8588c4638c9,POL-00000104,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-10-08,2025-12-01,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
1d8b4d7d-a712-57de-9c71-e07158b7a958,4cdfb0cf-5c65-5736-96d0-2c3a18205662,POL-00000105,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-04-01,2025-05-18,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
0b0e2e82-4442-518c-96f5-b1aa218d9e94,d74a323e-f134-5bee-a79a-ae9ca2302b36,POL-00000106,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-09-07,2024-11-15,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
2c01d704-a318-5e29-84bc-34dba01bb058,145000c9-83e4-5e12-a308-c7a4efd86f80,POL-00000107,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-05-05,2025-06-10,1.0.0,1.0.0:20260720:outcome,true,false,true,true,moderate,341.6717,true,moderate,2025-05-15,true,true_positive_opportunity,
696ab81f-2533-52cf-95d5-0fbfde328431,08228a0a-fead-5763-a110-0fbae787a714,POL-00000108,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-04-16,2026-07-12,1.0.0,1.0.0:20260720:outcome,true,false,true,true,moderate,3243.2261,true,moderate,2026-06-14,true,true_positive_opportunity,
e5b90cae-88cb-5927-89ae-4d710aa514bc,4d3536ec-2d13-5092-bee1-0eab950db4f6,POL-00000109,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-02-04,2025-04-05,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,demand_shock
1cf62804-952e-5000-940d-83a63c19f1b8,47162640-a7ea-5360-be33-cf7809016677,POL-00000110,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-03-06,2026-04-10,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
b4aa0485-b1ac-50c5-b1b3-9fc8348fd960,00dc368d-46ce-53ba-aa74-372caa23d77f,POL-00000111,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-04-20,2026-06-04,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
5431de37-ac8b-587d-92bf-bbaa4f0b99b3,9cbeb2da-d95e-5698-b5ff-df741201e330,POL-00000112,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-03-10,2025-04-22,1.0.0,1.0.0:20260720:outcome,true,false,true,false,moderate,2.0227,true,moderate,2025-03-24,false,false_negative_opportunity,missing_supplier_signal
de6f7d96-fdef-5262-a081-b178530f6f24,29c53d62-0f2a-569e-bd23-0baaddecb094,POL-00000113,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-08-20,2025-10-14,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
618eb76c-b76c-58ff-8321-f3d7542d8305,11adbf92-554f-5ee5-8493-75b71128aa0c,POL-00000114,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-01-19,2026-04-11,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,
60bb5e9e-b4d9-5788-8825-126bd19a79f7,7fc5655b-2706-515d-9a46-4f8381eba9fe,POL-00000115,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-10-11,2025-01-23,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,split_schedule
f54aa79b-3542-5029-a089-6166f7f37b8c,357f6560-db19-527a-b643-4ccfabc42af0,POL-00000116,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-05-19,2025-08-03,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
6f126df5-fe88-5126-93cd-ee4657c38a8c,d998ca38-778d-57b3-96f3-853d7cda39a4,POL-00000117,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-06-24,2025-09-23,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
535d4b44-52e3-5f8a-81a4-5e3a5a477553,eebe4995-2521-5206-ba1d-679ade730706,POL-00000118,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-01-16,2025-04-19,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
9e6a9f34-2670-5f15-971e-006bdb5018fc,fab2f861-2ae3-572d-a38a-4be3d0e3f211,POL-00000119,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-10-10,2024-12-02,1.0.0,1.0.0:20260720:outcome,true,false,true,false,low,19.4813,false,low,2024-11-03,false,false_negative_opportunity,
f19d489c-6990-5776-81d6-fbcfd6f0f579,9ee3c1c4-e6a3-5924-818a-df08c6b8141f,POL-00000120,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-07-27,2025-10-10,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
00d6015b-f5e9-57db-89b6-83de595544ae,58e8df19-cb37-55fa-9c92-18518d464c45,POL-00000121,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-09-11,2025-11-18,1.0.0,1.0.0:20260720:outcome,true,false,true,true,moderate,52.8308,true,moderate,2025-10-17,false,false_negative_opportunity,
03902565-3db1-5224-8bb7-a1c819d6768a,d67bdb83-fed3-5184-837e-175991e221c1,POL-00000122,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-05-04,2025-07-08,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
8ef34d17-f847-5419-8c83-386121857402,8f044fab-5e0d-57fd-8793-ece7459d7993,POL-00000123,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-05-01,2025-06-25,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
0c9f5a61-80d6-55a9-b0b1-d0c35dcc1817,09554ed4-d33d-5312-8013-c55a8975e05a,POL-00000124,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-12-13,2025-02-16,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,demand_shock
43a7a311-ebdc-5ba3-a201-9d46bf447b96,2878b9b1-ca6a-5f7d-9847-6edbb62d0641,POL-00000125,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-03-21,2025-07-04,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_supplier_signal
79d185ce-9f66-5e7e-b2a1-a44656f3ebbb,8ae03cd7-a70c-5ed8-9f08-64bceb7fcd26,POL-00000126,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-06-30,2025-08-20,1.0.0,1.0.0:20260720:outcome,false,true,true,false,severe,46.0027,true,severe,2025-07-26,false,false_negative_opportunity,
84733983-f217-53e4-b8fa-b741cd81e34e,838cb9f2-fc23-5d11-b215-9156d970350c,POL-00000127,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-05-20,2025-08-09,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
7b10ba0e-c5c4-5bfb-a9ae-1ce8db785756,58661070-9c5b-5273-81b2-9ed34aa8fc54,POL-00000128,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-03-07,2025-06-20,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
0162ba1d-acc8-5a32-9375-cea0e4f080e8,eb448e62-4e87-5b8e-98ab-8b510bbaad41,POL-00000129,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-12-31,2025-03-07,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_supplier_signal
3a8feb76-16cd-53c1-928c-8e58a3c492c0,6a6f7350-a718-5509-8435-a21b8f26bc5a,POL-00000130,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-07-02,2025-08-24,1.0.0,1.0.0:20260720:outcome,true,false,true,false,moderate,25.2061,true,moderate,2025-07-23,false,false_negative_opportunity,missing_supplier_signal;split_schedule
1b36ce7e-e84b-5753-b871-303f37d3bf3a,ca742467-8c3c-5527-90bd-95b94e38588d,POL-00000131,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-01-19,2026-04-11,1.0.0,1.0.0:20260720:outcome,false,true,true,true,low,113.2440,false,low,2026-03-10,true,true_positive_opportunity,split_schedule
a8c37132-2634-569c-9c64-41a7c4a11818,d57b64a6-cc81-5d3e-930a-2554462e96b4,POL-00000132,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-07-08,2024-08-29,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,supplier_deterioration
224a9df0-caa2-5e3b-bb61-f8d40209289e,0f32f0a8-3025-5828-82d6-1de6c9141a49,POL-00000133,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-08-22,2025-10-03,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
383380ee-98ce-5d40-84d9-c4947576847b,a3a9d84a-fd4c-5dfd-b97a-41b8ee50bf73,POL-00000134,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-08-12,2025-10-16,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_supplier_signal;split_schedule
55f457cf-248e-55fe-b3e5-264d3d01a9be,88f66cee-46ee-52a0-b982-4b85cd0c3878,POL-00000135,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-12-16,2026-03-31,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_inventory_signal
2194c058-7a71-5f70-a714-05880c0078d0,715fb631-4d84-5ee6-84ec-78b162d593c1,POL-00000136,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-12-16,2025-02-06,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_inventory_signal
e2bcdb1f-dc28-5ac1-a947-9ecae19dc8b4,9c1ea9dd-f757-5691-b94c-18fbb100b615,POL-00000137,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-09-26,2025-11-18,1.0.0,1.0.0:20260720:outcome,false,true,true,true,moderate,678.8120,true,moderate,2025-10-24,true,true_positive_opportunity,demand_shock
a8559796-ffde-56a2-9540-3a1137782b20,f630b228-21eb-5290-b85f-d8cf940ff6a4,POL-00000138,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-10-18,2024-12-24,1.0.0,1.0.0:20260720:outcome,true,false,true,true,moderate,21.3358,true,moderate,2024-11-25,false,false_negative_opportunity,split_schedule
41fcb4ea-37bc-56f0-8b56-f5d9422a1925,6ebf00dc-c8e4-584d-9918-4cd6be761326,POL-00000139,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2026-02-17,2026-04-24,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_supplier_signal
4e4a397b-eb61-568e-8ba9-217bcb4088d3,25a61bbb-1397-5b78-b511-6a6ca7b8e7a9,POL-00000140,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-12-07,2025-03-13,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,
a6632c10-cfd6-5672-9993-00abd26891c3,ff52bf3d-3085-570c-a005-cda53150a7fe,POL-00000141,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-02-14,2026-05-03,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
7453244a-5548-590e-914f-aff05b62158a,54e45966-1b7b-5c2f-a912-718435feadd5,POL-00000142,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-06-20,2025-07-27,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,split_schedule
66ef41f9-5437-58b7-a673-578aa80c4463,e2191bba-ab41-5cc2-847d-c0204df046e1,POL-00000143,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-08-29,2025-12-09,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
36a04c75-3b74-5bae-960b-eebccba780c3,eb44da56-30cc-5681-aba6-4e33f758d1d6,POL-00000144,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-11-18,2025-02-16,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,supplier_deterioration
69e3cc2f-f794-5ed1-a868-e3aae0be7052,10862e63-daf3-5f53-ab7e-7891b132ec6f,POL-00000145,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-01-04,2026-03-02,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_inventory_signal
812eece5-9184-53d1-8d49-0c98422765c8,0334fb3e-920d-51a6-a6ca-04dab00a654d,POL-00000146,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-07-21,2024-09-28,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
8a60dbf4-d07f-5b4f-9599-a89212481bd7,51607152-a019-5b5d-bb57-55c68b0e5f3e,POL-00000147,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-05-17,2025-07-25,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
2577d17c-1c05-5f62-b3cc-ed3339dfeaeb,bc30ee9f-4785-5348-a18e-470aa0099e48,POL-00000148,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-05-24,2025-07-12,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
156a62e0-034e-5e73-9f3b-3ee8d6a77efb,4a91a6a0-8caa-5725-a3a1-128b9336f13e,POL-00000149,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-07-01,2024-09-24,1.0.0,1.0.0:20260720:outcome,true,false,true,true,moderate,33.0780,true,moderate,2024-08-29,false,false_negative_opportunity,split_schedule
63b02a80-d348-52e6-98ae-756ab242e378,3bb10f4b-339b-5869-9a5e-8a319adb83d7,POL-00000150,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-04-25,2025-07-04,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
9f4cfc0c-92dc-52c2-afff-3f56bc1baff4,29083f59-3526-532f-8b0a-f5c5b1f06f28,POL-00000151,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-08-09,2024-10-21,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
6bf2ddef-7cd4-5187-bf64-a170ca4999f6,6d613d2d-11e2-55d5-b0f4-a8cf572c4178,POL-00000152,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-11-06,2025-02-18,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,
97c8b078-4d95-5af2-840e-f6ed7514f62e,0437ba15-4eda-5526-aa40-64962c056d6d,POL-00000153,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-10-08,2024-12-21,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
e6feedb2-bc8d-53f7-a316-d780e03beb29,a38b901d-d0f4-56bb-85ba-7e70f8866156,POL-00000154,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-01-10,2025-03-24,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
3fd681f4-801e-5adb-89cd-af355f52c751,77a335b0-f76a-5a8f-805b-096ac95001c1,POL-00000155,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-11-01,2026-01-23,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
cc5959ce-35f7-5c52-a182-8d30dbd56a71,a087a4f7-76b3-57ee-a2c2-eed7c2c4d7a8,POL-00000156,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-01-09,2026-02-20,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
061eaab1-40f3-56d0-a7c9-cf5c3dbdc4ad,8f3b0bc3-1fda-5ff9-bd01-d0987ffbf056,POL-00000157,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-12-23,2025-03-12,1.0.0,1.0.0:20260720:outcome,true,false,true,true,moderate,275.2075,true,moderate,2025-02-15,false,false_negative_opportunity,missing_supplier_signal
efc111b1-b536-5f1b-8bb8-ee112c3ec396,86b41b2c-8089-5ef2-afac-2861af67d47b,POL-00000158,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-05-12,2025-06-25,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
3e2df2b0-5012-5485-9ef9-f7ac221a4f2e,03623eea-a8cb-5ce8-a432-055ad86d38c3,POL-00000159,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-08-04,2024-11-09,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
bf559ed9-7065-5a22-b442-f17dd2b7d6cf,d829883d-37a7-57c8-9759-d7118fefd1ac,POL-00000160,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-07-15,2024-09-09,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
d3412a05-b6d1-51a6-91ac-93fe9c438529,fd515219-9963-5043-86bb-4125192e6ba4,POL-00000161,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-03-13,2025-04-26,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
a4488a03-f0d9-506f-a3e6-6d97f1211d44,bd9c6d3b-0cc4-5191-9d68-6bb68a5cc8ac,POL-00000162,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-01-15,2025-02-21,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,missing_supplier_signal;split_schedule
200c3a75-ad75-56e5-a7b4-a684fd96d2a3,ac3f9ca3-6fd8-5ff6-b511-8984d5a49bae,POL-00000163,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-08-22,2025-11-11,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,true,false_positive_opportunity,
8de29269-8357-5487-94d9-ad9706ab11cd,3167b658-ad3e-55c2-864b-9f6dc5cf3dcf,POL-00000164,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2024-08-10,2024-10-04,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
ed71729c-0f36-5e75-bb71-cb9fdfae8072,73a6e20b-fdf7-5c3d-a4fd-f94173898ae3,POL-00000165,83d1dcfc-cfa9-52c8-a5a3-cbb9679d5d59,2025-08-10,2025-10-07,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
6c1e15d8-5774-5579-9f66-c634ec284a5b,3b48f4fb-2796-5b7c-9f2e-d8d4b972a310,POL-00000166,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2025-08-30,2025-10-19,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,split_schedule
65d2786d-f148-5156-b9c5-20c4d21d9696,6ea98f6f-2b50-5e3b-824d-8120b0e4163a,POL-00000167,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2024-11-01,2025-01-21,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
ef388007-e74b-5e83-96c2-dd988f82643c,6db46820-2f74-5def-b029-9d8e6ebba03c,POL-00000168,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-03-18,2026-06-23,1.0.0,1.0.0:20260720:outcome,false,false,false,false,none,0.0000,false,none,,false,true_negative_opportunity,
11f83037-9e9e-52d5-8aec-ba5a107e4bce,a52e64b5-c2ad-5f39-9ea8-fad292a6581d,POL-00000169,cd80660b-3e07-58ef-88fb-4dfd4c14f755,2026-02-23,2026-04-14,1.0.0,1.0.0:20260720:outcome,true,false,true,true,low,5817.2609,false,low,2026-03-15,true,true_positive_opportunity,
